39	39
38	40
38	41
38	42
38	43
38	44
38	45
38	46
38	47
38	48
38	49
38	50
38	51
38	52
38	53
38	54
38	55
38	56
38	57
38	58
38	59
38	60
38	61
38	62
38	63
38	64
38	65
37	66
37	67
37	68
36	69
36	70
35	71
35	72
34	73
33	74
32	75
31	76
30	77
29	78
28	79
27	80
26	81
25	82
24	83
23	84
22	85
21	86
20	87
19	88
18	89
17	90
16	91
15	92
14	93
13	94
12	95
11	96
11	97
11	98
11	99
11	100
11	101
11	102
11	103
11	104
11	105
11	106
11	107
11	108
11	109
11	110
11	111
11	112
11	113
11	114
11	115
11	116
11	117
11	118
11	119
11	120
11	121
11	122
11	123
11	124
11	125
11	126
11	127
11	128
11	129
11	130
11	131
11	132
11	133
11	134
11	135
11	136
11	137
11	138
11	139
11	140
11	141
11	142
11	143
11	144
11	145
11	146
11	147
11	148
11	149
11	150
11	151
11	152
11	153
11	154
11	155
11	156
11	157
11	158
11	159
11	160
11	161
11	162
11	163
11	164
11	165
11	166
11	167
11	168
11	169
11	170
11	171
11	172
11	173
12	174
13	175
14	176
15	177
16	178
