40	39
40	40
40	41
40	42
40	43
40	44
40	45
40	46
40	47
40	48
40	49
40	50
40	51
40	52
40	53
40	54
40	55
40	56
40	57
40	58
40	59
40	60
40	61
40	62
40	63
40	64
40	65
40	66
40	67
40	68
40	69
40	70
40	71
40	72
40	73
40	74
39	75
38	76
38	77
37	78
36	79
35	80
34	81
33	82
32	83
31	84
30	85
29	86
28	87
27	88
26	89
25	90
24	91
23	92
22	93
21	94
20	95
19	96
18	97
17	98
16	99
15	100
14	101
14	102
14	103
14	104
14	105
14	106
13	107
13	108
13	109
13	110
13	111
13	112
13	113
13	114
13	115
13	116
13	117
13	118
13	119
13	120
13	121
13	122
13	123
13	124
13	125
13	126
13	127
13	128
13	129
13	130
13	131
13	132
13	133
13	134
13	135
13	136
13	137
13	138
13	139
13	140
13	141
13	142
13	143
13	144
13	145
13	146
13	147
13	148
13	149
13	150
13	151
13	152
13	153
13	154
13	155
13	156
13	157
13	158
13	159
13	160
13	161
13	162
13	163
13	164
13	165
13	166
13	167
13	168
13	169
13	170
13	171
13	172
13	173
13	174
13	175
14	176
15	177
16	178
