12	175
11	174
10	173
9	172
8	171
7	170
6	169
5	168
4	167
3	166
2	165
1	164
0	163
0	162
0	161
0	160
0	159
0	158
0	157
0	156
0	155
0	154
0	153
0	152
0	151
0	150
0	149
0	148
0	147
0	146
0	145
0	144
0	143
0	142
0	141
0	140
0	139
0	138
0	137
0	136
0	135
0	134
0	133
0	132
0	131
0	130
0	129
0	128
0	127
0	126
0	125
0	124
0	123
0	122
0	121
0	120
0	119
0	118
0	117
0	116
0	115
0	114
0	113
0	112
0	111
0	110
0	109
0	108
0	107
0	106
0	105
0	104
0	103
0	102
0	101
0	100
0	99
0	98
0	97
0	96
0	95
0	94
0	93
0	92
0	91
0	90
0	89
0	88
0	87
0	86
0	85
0	84
0	83
0	82
0	81
0	80
0	79
0	78
0	77
0	76
0	75
0	74
0	73
0	72
0	71
0	70
0	69
0	68
0	67
0	66
0	65
0	64
0	63
0	62
0	61
0	60
0	59
0	58
0	57
0	56
0	55
0	54
0	53
0	52
0	51
0	50
0	49
0	48
1	47
2	46
3	45
4	44
5	43
6	42
7	41
8	40
9	39
10	38
11	37
12	36
13	35
14	34
15	33
16	32
17	31
18	30
19	29
20	28
21	27
22	26
23	25
24	24
25	23
26	22
27	21
28	20
29	19
30	18
31	17
32	16
33	15
34	14
35	13
36	12
37	11
38	10
39	9
40	8
41	7
